Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost
SO13515,2/10/2020,February,Wholesale,USD,Patrick Graham,South,Minneapolis,Minnesota,Festive,Decoratives,6,448.61,320.44
SO13516,1/19/2020,January,Distributor,USD,Joshua Kenedy,West,St. Louis,Missouri,Wardrobes,Furniture,3,495.19,353.71
SO13517,5/14/2020,May,In-Store,USD,Stephen Payne,South,West Valley City,Utah,Table Lamps,Lighting,5,403.85,288.46
SO13518,3/20/2020,March,Online,USD,Stephen Payne,South,Oyster Bay,New York,Accessories,Accessories,7,501.35,358.10
SO13519,1/5/2020,January,In-Store,USD,Jonathan Hawkins,West,Temecula,California,Wardrobes,Furniture,3,331.39,236.71
SO13520,4/13/2020,April,Distributor,USD,Douglas Tucker,Midwest,Fargo,North Dakota,Phones,Electronics,3,191.87,137.05
SO13521,5/20/2020,May,Wholesale,USD,Patrick Graham,South,Spring Hill,Florida,Pendants,Collections,1,398.06,284.33
SO13522,3/24/2020,March,Online,USD,Douglas Tucker,Midwest,San Bernardino,California,Stemware,Drinkware,1,385.27,275.19
SO13523,4/30/2020,April,Online,USD,Joe Price,Northeast,Montgomery,Alabama,Cookware,Kitchenery,5,203.20,145.15
SO13524,1/23/2020,January,Wholesale,USD,Shawn Cook,Midwest,Huntington Beach,California,Wardrobes,Furniture,4,627.91,448.51
SO13525,3/14/2020,March,Online,USD,Shawn Wallace,South,Yonkers,New York,Outdoor Decor,Decoratives,4,563.70,402.64
SO13526,1/30/2020,January,Online,USD,Joshua Ryan,Midwest,Pearland,Texas,Bakeware,Kitchenery,7,602.31,430.22
SO13527,1/17/2020,January,In-Store,USD,Joe Price,Northeast,Cedar Rapids,Iowa,Home Fragrances,Decoratives,7,541.48,386.77
SO13528,4/13/2020,April,Online,USD,Joshua Bennett,Northeast,York,Illinois,Photo Frames,Decoratives,5,277.11,197.94
SO13529,4/13/2020,April,In-Store,USD,Patrick Graham,South,Arvada,Colorado,Home Fragrances,Decoratives,5,250.20,178.71
SO13530,3/6/2020,March,Online,USD,Adam Hernandez,Northeast,Murfreesboro,Tennessee,Candleholders,Decoratives,3,254.71,181.94
SO13531,1/22/2020,January,In-Store,USD,Chris Armstrong,Northeast,Sunrise Manor,Nevada,Wall Frames,Decoratives,2,563.81,402.72
SO13532,4/1/2020,April,Online,USD,Jonathan Hawkins,West,Paterson,New Jersey,TV and video,Electronics,10,390.79,279.13
SO13533,1/20/2020,January,Online,USD,Anthony Berry,West,Hempstead (Town),New York,Vanities,Collections,6,494.46,353.18
SO13534,4/23/2020,April,Online,USD,Keith Griffin,Northeast,Fayetteville,North Carolina,Wardrobes,Furniture,9,396.36,283.12
SO13535,3/16/2020,March,Distributor,USD,Paul Holmes,Midwest,Mesquite,Texas,Floor Lamps,Lighting,5,646.83,462.02
SO13536,5/17/2020,May,Online,USD,Chris Armstrong,Northeast,Wheeling (Township),Illinois,Wall Frames,Decoratives,8,246.08,175.77
SO13537,2/27/2020,February,Online,USD,Douglas Tucker,Midwest,Visalia,California,Collectibles,Collections,2,239.83,171.31
SO13538,4/28/2020,April,Distributor,USD,Joshua Kenedy,West,Bloomingdale (Township),Illinois,TV and video,Electronics,9,345.76,246.97
SO13539,2/13/2020,February,In-Store,USD,Roy Rice,Midwest,Toledo,Ohio,TV and video,Electronics,9,361.36,258.11
SO13540,1/7/2020,January,In-Store,USD,Todd Roberts,West,Proviso,Illinois,Cookware,Kitchenery,2,535.57,382.55
SO13541,4/5/2020,April,Distributor,USD,Joshua Little,South,Norman,Oklahoma,Outdoor Decor,Decoratives,1,195.40,139.57
SO13542,2/7/2020,February,Wholesale,USD,Joshua Kenedy,West,Grand Rapids,Michigan,Serveware,Kitchenery,6,637.21,455.15
SO13543,3/15/2020,March,In-Store,USD,Joshua Kenedy,West,Palmdale,California,Bean Bags,Furniture,1,640.81,457.72
SO13544,5/23/2020,May,In-Store,USD,Adam Hernandez,Northeast,El Paso,Texas,Cookware,Kitchenery,10,369.08,263.63
SO13545,4/16/2020,April,In-Store,USD,Patrick Graham,South,Oxnard,California,Table Linens,Decoratives,1,307.50,219.64
SO13546,1/4/2020,January,Wholesale,USD,Joe Price,Northeast,Spokane,Washington,Mirrors,Accessories,6,586.26,418.76
SO13547,3/14/2020,March,Wholesale,USD,Todd Roberts,West,Warren,Michigan,TV and video,Electronics,10,563.83,402.73
SO13548,2/7/2020,February,In-Store,USD,Stephen Payne,South,Midland,Texas,Wine Storage,Drinkware,9,412.76,294.83
SO13549,1/29/2020,January,Distributor,USD,Samuel Fowler,Midwest,Centennial,Colorado,Accessories,Accessories,4,362.48,258.92
SO13550,3/30/2020,March,Wholesale,USD,Anthony Berry,West,New Haven (Town),Connecticut,Home Fragrances,Decoratives,9,489.44,349.60
SO13551,5/17/2020,May,Online,USD,Joshua Little,South,Garden Grove,California,Cocktail Glasses,Drinkware,8,274.16,195.83
SO13552,5/9/2020,May,In-Store,USD,Joshua Kenedy,West,Brandon,Florida,Photo Frames,Decoratives,5,642.44,458.88
SO13553,5/28/2020,May,Wholesale,USD,Keith Griffin,Northeast,Palatine (Township),Illinois,Wreaths,Decoratives,9,213.72,152.66
SO13554,4/7/2020,April,Wholesale,USD,Donald Reynolds,South,Elizabeth,New Jersey,Bar Tools,Drinkware,1,442.18,315.84
SO13555,4/20/2020,April,Online,USD,Douglas Tucker,Midwest,Waterbury,Connecticut,Bedroom Furniture,Furniture,8,518.80,370.57
SO13556,4/12/2020,April,Wholesale,USD,Nicholas Cunningham,South,Costa Mesa,California,Clocks,Accessories,9,226.15,161.53
SO13557,5/16/2020,May,Wholesale,USD,Todd Roberts,West,Tallahassee,Florida,Wall Frames,Decoratives,8,634.89,453.49
SO13558,5/31/2020,May,Wholesale,USD,Stephen Payne,South,St. Paul,Minnesota,Wreaths,Decoratives,4,284.03,202.88
SO13559,3/28/2020,March,In-Store,USD,Joshua Little,South,Sunrise Manor,Nevada,Candleholders,Decoratives,5,307.42,219.58
SO13560,4/7/2020,April,Online,USD,Stephen Payne,South,Naperville,Illinois,Table Lamps,Lighting,5,538.00,384.29
SO13561,4/15/2020,April,Distributor,USD,Shawn Cook,Midwest,Syracuse,New York,Wreaths,Decoratives,1,290.46,207.47
SO13562,4/19/2020,April,Online,USD,Shawn Wallace,South,Norwalk,California,Bean Bags,Furniture,8,170.13,121.52
SO13563,2/16/2020,February,In-Store,USD,Carl Nguyen,Midwest,Stamford (Town),Connecticut,Candles,Lighting,9,207.94,148.53
SO13564,5/31/2020,May,Online,USD,Anthony Berry,West,Greeley,Colorado,Photo Frames,Decoratives,10,281.26,200.90
SO13565,2/6/2020,February,In-Store,USD,Carl Nguyen,Midwest,Oyster Bay,New York,Sculptures,Decoratives,1,346.49,247.49
SO13566,3/20/2020,March,In-Store,USD,Joe Price,Northeast,San Diego,California,Festive,Decoratives,3,265.87,189.91
SO13567,5/8/2020,May,Online,USD,Chris Armstrong,Northeast,Bloomingdale (Township),Illinois,Festive,Decoratives,8,256.47,183.20
SO13568,4/28/2020,April,Distributor,USD,Todd Roberts,West,West Palm Beach,Florida,Home Fragrances,Decoratives,8,255.64,182.60
SO13569,5/26/2020,May,In-Store,USD,Shawn Cook,Midwest,Lakewood,Colorado,Accessories,Accessories,3,188.63,134.73
SO13570,3/2/2020,March,Distributor,USD,Joshua Ryan,Midwest,Santa Clara,California,Floor Lamps,Lighting,10,566.88,404.91
SO13571,2/9/2020,February,Wholesale,USD,Joshua Ryan,Midwest,The Bronx,New York,Dining Furniture,Furniture,5,497.46,355.33
SO13572,3/31/2020,March,In-Store,USD,Adam Hernandez,Northeast,Wheeling (Township),Illinois,Serveware,Kitchenery,8,233.92,167.08
SO13573,3/29/2020,March,Distributor,USD,Nicholas Cunningham,South,Amarillo,Texas,Pillows,Beddings,9,279.37,199.55
SO13574,3/24/2020,March,Distributor,USD,Shawn Cook,Midwest,Chula Vista,California,Outdoor Furniture,Furniture,3,343.21,245.15
SO13575,1/12/2020,January,Wholesale,USD,Donald Reynolds,South,Queens,New York,Wine Storage,Drinkware,3,647.03,462.16
SO13576,4/11/2020,April,Distributor,USD,Donald Reynolds,South,Lancaster,California,Wreaths,Decoratives,9,472.73,337.66
SO13577,1/7/2020,January,Wholesale,USD,Samuel Fowler,Midwest,Honolulu,Hawaii,Mirrors,Accessories,9,631.59,451.14
SO13578,3/7/2020,March,Distributor,USD,Donald Reynolds,South,Santa Clarita,California,Rugs,Decoratives,7,213.81,152.72
SO13579,5/15/2020,May,Distributor,USD,Joe Price,Northeast,Escondido,California,Outdoor Furniture,Furniture,2,382.68,273.34
SO13580,1/8/2020,January,In-Store,USD,Joshua Ryan,Midwest,Wichita Falls,Texas,Festive,Decoratives,3,342.68,244.77
SO13581,4/16/2020,April,Online,USD,Paul Holmes,Midwest,Ann Arbor,Michigan,Floor Lamps,Lighting,2,409.30,292.36
SO13582,2/12/2020,February,Wholesale,USD,Patrick Graham,South,Antioch,California,Festive,Decoratives,8,338.21,241.58
SO13583,1/23/2020,January,In-Store,USD,Donald Reynolds,South,Jersey City,New Jersey,Basketball,Sports,3,259.12,185.09
SO13584,1/28/2020,January,In-Store,USD,Jonathan Hawkins,West,San Buenaventura (Ventura),California,Dining Furniture,Furniture,1,590.66,421.90
SO13585,5/5/2020,May,In-Store,USD,Jonathan Hawkins,West,Oxnard,California,Wreaths,Decoratives,10,158.67,113.34
SO13586,4/3/2020,April,In-Store,USD,Samuel Fowler,Midwest,Ann Arbor,Michigan,Table Linens,Decoratives,1,236.48,168.91
SO13587,2/11/2020,February,In-Store,USD,Stephen Payne,South,Perry,Indiana,Audio,Electronics,3,244.48,174.63
SO13588,4/6/2020,April,Online,USD,Shawn Wallace,South,Kansas City,Kansas,Bakeware,Kitchenery,9,216.40,154.57
SO13589,2/7/2020,February,In-Store,USD,Chris Armstrong,Northeast,Oyster Bay,New York,Audio,Electronics,8,156.28,111.63
SO13590,2/7/2020,February,Online,USD,Joshua Kenedy,West,Waterbury (Town),Connecticut,Cocktail Glasses,Drinkware,7,237.42,169.58
SO13591,5/24/2020,May,Wholesale,USD,Adam Hernandez,Northeast,Sunnyvale,California,Table Linens,Decoratives,7,385.62,275.44
SO13592,1/22/2020,January,Online,USD,Stephen Payne,South,Little Rock,Arkansas,Blankets,Beddings,3,488.34,348.81
SO13593,2/22/2020,February,Online,USD,Frank Brown,Northeast,Brookhaven,New York,Photo Frames,Decoratives,10,385.64,275.46
SO13594,2/20/2020,February,In-Store,USD,Carl Nguyen,Midwest,Lehigh Acres,Florida,Wardrobes,Furniture,7,547.04,390.75
SO13595,4/23/2020,April,In-Store,USD,Shawn Wallace,South,Thornton (Township),Illinois,Rugs,Decoratives,4,596.83,426.31
SO13596,5/8/2020,May,Wholesale,USD,George Lewis,West,St. Petersburg,Florida,Table Lamps,Lighting,4,567.67,405.48
SO13597,2/9/2020,February,Wholesale,USD,Chris Armstrong,Northeast,Rockford,Illinois,Baseball,Sports,2,638.98,456.42
SO13598,5/4/2020,May,Wholesale,USD,Joshua Little,South,Murfreesboro,Tennessee,Vanities,Collections,4,442.26,315.90
SO13599,5/15/2020,May,Distributor,USD,Roger Alexander,Midwest,Waco,Texas,Dinnerware,Kitchenery,4,573.71,409.79
SO13600,5/4/2020,May,Distributor,USD,Roger Alexander,Midwest,Evansville,Indiana,Cocktail Glasses,Drinkware,1,271.69,194.06
SO13601,2/14/2020,February,In-Store,USD,Joshua Kenedy,West,College Station,Texas,Table Lamps,Lighting,8,243.23,173.74
SO13602,1/9/2020,January,Wholesale,USD,Nicholas Cunningham,South,Columbia,Maryland,Wine Storage,Drinkware,2,595.84,425.60
SO13603,3/3/2020,March,In-Store,USD,Roger Alexander,Midwest,Torrance,California,Computers,Electronics,9,333.28,238.06
SO13604,5/9/2020,May,In-Store,USD,Shawn Cook,Midwest,Highlands Ranch,Colorado,Festive,Decoratives,3,457.36,326.69
SO13605,4/12/2020,April,Wholesale,USD,Keith Griffin,Northeast,Carrollton,Texas,Cookware,Kitchenery,5,416.31,297.36
SO13606,4/14/2020,April,In-Store,USD,Douglas Tucker,Midwest,Wichita Falls,Texas,Ornaments,Decoratives,1,516.58,368.98
SO13607,3/1/2020,March,Wholesale,USD,Chris Armstrong,Northeast,Pompano Beach,Florida,Blankets,Beddings,9,378.41,270.29
SO13608,3/8/2020,March,Distributor,USD,Roger Alexander,Midwest,Evansville,Indiana,Wardrobes,Furniture,10,524.16,374.40
SO13609,3/13/2020,March,In-Store,USD,Chris Armstrong,Northeast,Louisville,Kentucky,Dinnerware,Kitchenery,4,235.62,168.30
SO13610,5/4/2020,May,Wholesale,USD,Patrick Graham,South,Chesapeake,Virginia,Outdoor Decor,Decoratives,10,623.81,445.58
SO13611,4/7/2020,April,Wholesale,USD,Joshua Bennett,Northeast,Aurora,Colorado,Vanities,Collections,4,484.44,346.03
SO13612,1/11/2020,January,In-Store,USD,Nicholas Cunningham,South,Arvada,Colorado,Candleholders,Decoratives,10,551.12,393.65
SO13613,5/5/2020,May,Distributor,USD,Joshua Kenedy,West,Hialeah,Florida,Accessories,Accessories,2,246.84,176.32
SO13614,2/27/2020,February,Wholesale,USD,Patrick Graham,South,Dayton,Ohio,Computers,Electronics,3,439.08,313.63
SO13615,3/3/2020,March,Online,USD,Nicholas Cunningham,South,Shreveport,Louisiana,Table Lamps,Lighting,4,615.07,439.34
SO13616,4/15/2020,April,Wholesale,USD,Frank Brown,Northeast,Cape Coral,Florida,Ornaments,Decoratives,9,553.19,395.14
SO13617,2/25/2020,February,Distributor,USD,Samuel Fowler,Midwest,Pompano Beach,Florida,Wine Storage,Drinkware,5,185.94,132.81
SO13618,4/25/2020,April,In-Store,USD,Roger Alexander,Midwest,Thousand Oaks,California,Candles,Lighting,4,410.07,292.91
SO13619,3/28/2020,March,In-Store,USD,Douglas Tucker,Midwest,Salem,Oregon,Cookware,Kitchenery,2,460.52,328.94
SO13620,3/27/2020,March,Wholesale,USD,Anthony Berry,West,Gilbert,Arizona,Floor Lamps,Lighting,1,363.83,259.88
SO13621,5/21/2020,May,In-Store,USD,Adam Hernandez,Northeast,Aurora,Colorado,TV and video,Electronics,8,333.39,238.14
SO13622,4/20/2020,April,In-Store,USD,Douglas Tucker,Midwest,Philadelphia,Pennsylvania,Rugs,Decoratives,3,352.87,252.05
SO13623,5/14/2020,May,In-Store,USD,Jonathan Hawkins,West,Springfield,Missouri,Rugs,Decoratives,2,603.87,431.34
SO13624,2/1/2020,February,Online,USD,George Lewis,West,Santa Clarita,California,Wall Frames,Decoratives,7,644.77,460.55
SO13625,3/24/2020,March,Online,USD,Roy Rice,Midwest,Mesa,Arizona,Bakeware,Kitchenery,1,488.77,349.12
SO13626,3/25/2020,March,Wholesale,USD,Anthony Berry,West,Buffalo,New York,Vases,Decoratives,3,524.36,374.54
SO13627,4/1/2020,April,Distributor,USD,Donald Reynolds,South,Davenport,Iowa,TV and video,Electronics,10,305.78,218.42
SO13628,4/10/2020,April,Online,USD,Adam Hernandez,Northeast,Perry,Indiana,Cocktail Glasses,Drinkware,10,514.17,367.26
SO13629,3/31/2020,March,In-Store,USD,Adam Hernandez,Northeast,Lakeland,Florida,Bar Tools,Drinkware,2,573.46,409.61
SO13630,3/4/2020,March,Distributor,USD,Roger Alexander,Midwest,Hollywood,Florida,Photo Frames,Decoratives,10,314.95,224.96
SO13631,2/14/2020,February,In-Store,USD,Paul Holmes,Midwest,Inglewood,California,Blankets,Beddings,10,424.31,303.08
SO13632,1/10/2020,January,Online,USD,Jonathan Hawkins,West,Killeen,Texas,Cocktail Glasses,Drinkware,8,309.88,221.34
SO13633,2/11/2020,February,Online,USD,George Lewis,West,Midland,Texas,Wall Frames,Decoratives,5,356.67,254.76
SO13634,1/2/2020,January,Distributor,USD,Chris Armstrong,Northeast,Sioux Falls,South Dakota,Platters,Kitchenery,9,573.55,409.68
SO13635,5/16/2020,May,In-Store,USD,Samuel Fowler,Midwest,Pembroke Pines,Florida,Mirrors,Accessories,3,448.10,320.07
SO13636,2/22/2020,February,In-Store,USD,Samuel Fowler,Midwest,Miramar,Florida,Serveware,Kitchenery,1,470.06,335.76
SO13637,2/17/2020,February,Distributor,USD,Joe Price,Northeast,Sunnyvale,California,Furniture Cushions,Furniture,2,308.73,220.52
SO13638,3/10/2020,March,Wholesale,USD,Jonathan Hawkins,West,Green Bay,Wisconsin,Pendants,Collections,5,546.71,390.51
SO13639,1/18/2020,January,Online,USD,Joe Price,Northeast,Las Vegas,Nevada,Floor Lamps,Lighting,5,163.73,116.95
SO13640,2/16/2020,February,In-Store,USD,Joshua Kenedy,West,Chandler,Arizona,Outdoor Decor,Decoratives,3,539.01,385.01
SO13641,5/19/2020,May,In-Store,USD,Douglas Tucker,Midwest,Lawrence (Township),Indiana,Ornaments,Decoratives,5,575.61,411.15
SO13642,3/10/2020,March,Online,USD,Douglas Tucker,Midwest,Washington,Indiana,Dinnerware,Kitchenery,6,454.16,324.40
SO13643,5/16/2020,May,In-Store,USD,Joshua Kenedy,West,Stockton,California,Sculptures,Decoratives,7,446.40,318.86
SO13644,5/5/2020,May,In-Store,USD,Roy Rice,Midwest,Pompano Beach,Florida,Dining Furniture,Furniture,6,302.22,215.87
SO13645,5/28/2020,May,In-Store,USD,Roy Rice,Midwest,Plano,Texas,Festive,Decoratives,8,579.64,414.03
SO13646,4/11/2020,April,Distributor,USD,Carl Nguyen,Midwest,Arvada,Colorado,Furniture Cushions,Furniture,1,181.44,129.60
SO13647,2/24/2020,February,Online,USD,Joshua Ryan,Midwest,Lyons (Township),Illinois,Festive,Decoratives,9,167.78,119.84
SO13648,3/5/2020,March,Online,USD,Nicholas Cunningham,South,Hempstead (Town),New York,Cookware,Kitchenery,1,545.70,389.78
SO13649,3/17/2020,March,Online,USD,Joshua Bennett,Northeast,Kent,Washington,Cocktail Glasses,Drinkware,3,248.55,177.54
SO13650,2/21/2020,February,Distributor,USD,Paul Holmes,Midwest,Houston,Texas,Cocktail Glasses,Drinkware,2,602.87,430.62
SO13651,4/30/2020,April,Distributor,USD,Stephen Payne,South,Washington,District of Columbia,Festive,Decoratives,6,243.19,173.71
SO13652,1/1/2020,January,Wholesale,USD,Jerry Green,West,Daly City,California,Audio,Electronics,9,433.59,309.70
SO13653,2/25/2020,February,Wholesale,USD,Roger Alexander,Midwest,Davie,Florida,Candles,Lighting,2,367.77,262.69
SO13654,2/3/2020,February,Distributor,USD,Shawn Cook,Midwest,Fort Worth,Texas,Basketball,Sports,1,520.79,371.99
SO13655,1/6/2020,January,Online,USD,Keith Griffin,Northeast,Overland Park,Kansas,Wall Coverings,Decoratives,5,288.96,206.40
SO13656,5/12/2020,May,Distributor,USD,Paul Holmes,Midwest,Chula Vista,California,Audio,Electronics,9,521.96,372.83
SO13657,1/31/2020,January,Distributor,USD,Jerry Green,West,Independence,Missouri,Cocktail Glasses,Drinkware,2,552.89,394.92
SO13658,4/12/2020,April,Online,USD,Carl Nguyen,Midwest,Topeka,Kansas,Platters,Kitchenery,10,242.97,173.55
SO13659,1/7/2020,January,In-Store,USD,Paul Holmes,Midwest,Santa Rosa,California,Clocks,Accessories,8,415.07,296.48
SO13660,5/31/2020,May,Online,USD,George Lewis,West,Thousand Oaks,California,Collectibles,Collections,3,386.91,276.36
SO13661,4/8/2020,April,In-Store,USD,Roger Alexander,Midwest,Ramapo,New York,Bathroom Furniture,Furniture,6,353.45,252.46
SO13662,1/15/2020,January,Online,USD,Jerry Green,West,Springfield,Illinois,Phones,Electronics,7,275.34,196.67
SO13663,4/15/2020,April,Distributor,USD,Shawn Wallace,South,Jackson,Mississippi,Table Linens,Decoratives,2,638.07,455.76
SO13664,3/22/2020,March,Wholesale,USD,Roy Rice,Midwest,Cambridge,Massachusetts,Audio,Electronics,8,385.86,275.61
SO13665,5/2/2020,May,Wholesale,USD,Joe Price,Northeast,Davie,Florida,Bedroom Furniture,Furniture,4,481.97,344.26
SO13666,3/23/2020,March,In-Store,USD,Donald Reynolds,South,Santa Clara,California,Cookware,Kitchenery,2,640.91,457.79
SO13667,5/14/2020,May,Wholesale,USD,Stephen Payne,South,New Haven,Connecticut,Home Fragrances,Decoratives,8,419.20,299.43
SO13668,4/2/2020,April,Distributor,USD,Jerry Green,West,Denver,Colorado,Computers,Electronics,7,538.17,384.41
SO13669,5/15/2020,May,Distributor,USD,Todd Roberts,West,Orlando,Florida,Basketball,Sports,5,160.19,114.42
SO13670,4/4/2020,April,Wholesale,USD,Roger Alexander,Midwest,Gilbert,Arizona,Ornaments,Decoratives,5,324.03,231.45
SO13671,5/12/2020,May,Distributor,USD,Nicholas Cunningham,South,St. Petersburg,Florida,Home Fragrances,Decoratives,7,331.77,236.98
SO13672,2/12/2020,February,Online,USD,Roger Alexander,Midwest,Brooklyn,New York,Mirrors,Accessories,9,532.95,380.68
SO13673,2/9/2020,February,Wholesale,USD,Patrick Graham,South,San Buenaventura (Ventura),California,Floral,Decoratives,1,602.60,430.43
SO13674,4/4/2020,April,Wholesale,USD,Chris Armstrong,Northeast,Riverside,California,Accessories,Accessories,9,346.77,247.69
SO13675,5/3/2020,May,In-Store,USD,Anthony Berry,West,Palmdale,California,Cocktail Glasses,Drinkware,3,346.83,247.74
SO13676,5/10/2020,May,In-Store,USD,Jonathan Hawkins,West,Charleston,South Carolina,Blankets,Beddings,6,363.14,259.38
SO13677,3/24/2020,March,Online,USD,Joshua Little,South,Ramapo,New York,Wine Storage,Drinkware,5,609.21,435.15
SO13678,5/21/2020,May,In-Store,USD,Stephen Payne,South,Colorado Springs,Colorado,Bar Tools,Drinkware,10,457.70,326.93
SO13679,4/6/2020,April,Distributor,USD,Joshua Little,South,Everett,Washington,Candles,Lighting,3,248.03,177.17
SO13680,3/2/2020,March,Distributor,USD,Paul Holmes,Midwest,Elgin,Illinois,Wall Coverings,Decoratives,7,583.82,417.01
SO13681,1/24/2020,January,Online,USD,Roger Alexander,Midwest,Richardson,Texas,Pendants,Collections,1,299.55,213.96
SO13682,4/8/2020,April,Wholesale,USD,Adam Hernandez,Northeast,Clarksville,Tennessee,Rugs,Decoratives,9,454.78,324.84
SO13683,1/13/2020,January,Online,USD,Stephen Payne,South,Santa Clara,California,Floor Lamps,Lighting,8,171.79,122.70
SO13684,3/12/2020,March,Distributor,USD,Frank Brown,Northeast,Temecula,California,Bakeware,Kitchenery,9,190.83,136.31
SO13685,5/24/2020,May,Wholesale,USD,Stephen Payne,South,Port St. Lucie,Florida,Bar Tools,Drinkware,3,462.93,330.67
SO13686,3/17/2020,March,Online,USD,Nicholas Cunningham,South,New Haven,Connecticut,Candles,Lighting,8,631.59,451.14
SO13687,1/10/2020,January,Online,USD,Samuel Fowler,Midwest,Wilmington,North Carolina,Clocks,Accessories,4,270.65,193.32
SO13688,1/25/2020,January,Wholesale,USD,Patrick Graham,South,Columbia,Missouri,Bedroom Furniture,Furniture,8,636.56,454.69
SO13689,2/2/2020,February,Distributor,USD,Adam Hernandez,Northeast,Port St. Lucie,Florida,Candleholders,Decoratives,3,531.01,379.29
SO13690,5/25/2020,May,Distributor,USD,Joshua Bennett,Northeast,Fontana,California,Vanities,Collections,9,344.80,246.29
SO13691,2/3/2020,February,Distributor,USD,Todd Roberts,West,Daly City,California,Outdoor Decor,Decoratives,10,501.97,358.55
SO13692,2/25/2020,February,Online,USD,Anthony Berry,West,Antioch,California,Outdoor Decor,Decoratives,7,452.05,322.89
SO13693,5/7/2020,May,Online,USD,Chris Armstrong,Northeast,Elk Grove,California,Wall Coverings,Decoratives,7,182.49,130.35
SO13694,4/7/2020,April,Online,USD,Joshua Kenedy,West,Berkeley,California,Rugs,Decoratives,4,213.83,152.73
SO13695,4/25/2020,April,Online,USD,Anthony Berry,West,Fairfield,California,Vanities,Collections,7,541.76,386.97
SO13696,2/11/2020,February,In-Store,USD,George Lewis,West,Springfield,Massachusetts,Vases,Decoratives,2,515.29,368.06
SO13697,5/1/2020,May,Online,USD,Joshua Bennett,Northeast,Montgomery,Alabama,Pendants,Collections,5,572.16,408.69
SO13698,5/24/2020,May,Distributor,USD,Carl Nguyen,Midwest,Gilbert,Arizona,Wine Storage,Drinkware,6,437.84,312.74
SO13699,3/20/2020,March,Distributor,USD,Joe Price,Northeast,San Buenaventura (Ventura),California,Blankets,Beddings,6,324.86,232.04
SO13700,1/25/2020,January,Distributor,USD,Joshua Kenedy,West,Kansas City,Kansas,Candles,Lighting,9,426.84,304.89
SO13701,5/6/2020,May,In-Store,USD,Joshua Little,South,Lincoln,Nebraska,Wine Storage,Drinkware,8,174.20,124.43
SO13702,5/27/2020,May,Distributor,USD,Shawn Cook,Midwest,Gresham,Oregon,Bean Bags,Furniture,9,239.92,171.37
SO13703,2/19/2020,February,Online,USD,Todd Roberts,West,Concord,California,Dining Furniture,Furniture,2,209.32,149.51
SO13704,3/1/2020,March,In-Store,USD,Keith Griffin,Northeast,St. Louis,Missouri,Wall Coverings,Decoratives,7,521.63,372.59
SO13705,3/4/2020,March,Distributor,USD,Joshua Bennett,Northeast,Calumet,Indiana,Vases,Decoratives,2,269.62,192.59
SO13706,3/31/2020,March,In-Store,USD,Adam Hernandez,Northeast,Santa Clara,California,Home Fragrances,Decoratives,1,442.54,316.10
SO13707,3/23/2020,March,Online,USD,Roy Rice,Midwest,Torrance,California,Computers,Electronics,3,264.02,188.59
SO13708,4/16/2020,April,In-Store,USD,Shawn Wallace,South,Long Beach,California,Table Lamps,Lighting,5,499.04,356.45
SO13709,5/24/2020,May,In-Store,USD,Frank Brown,Northeast,Santa Clara,California,Wreaths,Decoratives,7,539.10,385.07
SO13710,5/23/2020,May,In-Store,USD,Donald Reynolds,South,Detroit,Michigan,Serveware,Kitchenery,7,156.27,111.62
SO13711,5/16/2020,May,Distributor,USD,Anthony Berry,West,Charleston,South Carolina,Candleholders,Decoratives,3,182.61,130.43
SO13712,4/9/2020,April,Online,USD,Stephen Payne,South,Wheeling (Township),Illinois,Dinnerware,Kitchenery,7,182.22,130.16
SO13713,2/3/2020,February,In-Store,USD,Nicholas Cunningham,South,Elk Grove,California,Outdoor Decor,Decoratives,10,291.95,208.54
SO13714,5/27/2020,May,Distributor,USD,George Lewis,West,Hollywood,Florida,Collectibles,Collections,7,607.70,434.07
SO13715,4/1/2020,April,Distributor,USD,Keith Griffin,Northeast,Raleigh,North Carolina,Sculptures,Decoratives,7,324.58,231.85
SO13716,3/17/2020,March,In-Store,USD,Joshua Kenedy,West,Madison,Wisconsin,Ornaments,Decoratives,5,402.72,287.66
SO13717,1/15/2020,January,Online,USD,Shawn Cook,Midwest,Broken Arrow,Oklahoma,Wreaths,Decoratives,6,321.42,229.59
SO13718,2/24/2020,February,Distributor,USD,Adam Hernandez,Northeast,Brownsville,Texas,Computers,Electronics,2,575.68,411.20
SO13719,4/3/2020,April,Distributor,USD,Joshua Bennett,Northeast,Sterling Heights,Michigan,Bean Bags,Furniture,3,376.74,269.10
SO13720,1/18/2020,January,In-Store,USD,Paul Holmes,Midwest,Garland,Texas,Outdoor Decor,Decoratives,5,503.23,359.45
SO13721,3/15/2020,March,Online,USD,Frank Brown,Northeast,San Jose,California,Wall Coverings,Decoratives,4,376.18,268.70
SO13722,4/15/2020,April,Online,USD,Joshua Bennett,Northeast,Newark,New Jersey,Wardrobes,Furniture,5,469.74,335.53
SO13723,2/14/2020,February,Online,USD,Patrick Graham,South,Norwalk,California,Accessories,Accessories,7,644.77,460.55
SO13724,2/16/2020,February,Wholesale,USD,Roger Alexander,Midwest,Evansville,Indiana,Blankets,Beddings,7,474.75,339.10
SO13725,3/26/2020,March,In-Store,USD,Chris Armstrong,Northeast,Norman,Oklahoma,Bar Tools,Drinkware,10,264.11,188.65
