Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost,Sales Price,Cost Price,Profit
SO13576,4/11/2020,April,Distributor,USD,Donald Reynolds,South,Lancaster,California,Wreaths,Decoratives,9,472.73,337.66,4254.57,3038.94,1215.6299999999997
SO13577,1/7/2020,January,Wholesale,USD,Samuel Fowler,Midwest,Honolulu,Hawaii,Mirrors,Accessories,9,631.59,451.14,5684.31,4060.2599999999998,1624.0500000000006
SO13578,3/7/2020,March,Distributor,USD,Donald Reynolds,South,Santa Clarita,California,Rugs,Decoratives,7,213.81,152.72,1496.67,1069.04,427.6300000000001
SO13579,5/15/2020,May,Distributor,USD,Joe Price,Northeast,Escondido,California,Outdoor Furniture,Furniture,2,382.68,273.34,765.36,546.68,218.68000000000006
SO13580,1/8/2020,January,In-Store,USD,Joshua Ryan,Midwest,Wichita Falls,Texas,Festive,Decoratives,3,342.68,244.77,1028.04,734.3100000000001,293.7299999999999
SO13581,4/16/2020,April,Online,USD,Paul Holmes,Midwest,Ann Arbor,Michigan,Floor Lamps,Lighting,2,409.3,292.36,818.6,584.72,233.88
SO13582,2/12/2020,February,Wholesale,USD,Patrick Graham,South,Antioch,California,Festive,Decoratives,8,338.21,241.58,2705.68,1932.64,773.0399999999997
SO13583,1/23/2020,January,In-Store,USD,Donald Reynolds,South,Jersey City,New Jersey,Basketball,Sports,3,259.12,185.09,777.36,555.27,222.09000000000003
SO13584,1/28/2020,January,In-Store,USD,Jonathan Hawkins,West,San Buenaventura (Ventura),California,Dining Furniture,Furniture,1,590.66,421.9,590.66,421.9,168.76
SO13585,5/5/2020,May,In-Store,USD,Jonathan Hawkins,West,Oxnard,California,Wreaths,Decoratives,10,158.67,113.34,1586.6999999999998,1133.4,453.2999999999997
SO13586,4/3/2020,April,In-Store,USD,Samuel Fowler,Midwest,Ann Arbor,Michigan,Table Linens,Decoratives,1,236.48,168.91,236.48,168.91,67.57
SO13587,2/11/2020,February,In-Store,USD,Stephen Payne,South,Perry,Indiana,Audio,Electronics,3,244.48,174.63,733.4399999999999,523.89,209.54999999999995
SO13588,4/6/2020,April,Online,USD,Shawn Wallace,South,Kansas City,Kansas,Bakeware,Kitchenery,9,216.4,154.57,1947.6000000000001,1391.1299999999999,556.4700000000003
SO13589,2/7/2020,February,In-Store,USD,Chris Armstrong,Northeast,Oyster Bay,New York,Audio,Electronics,8,156.28,111.63,1250.24,893.04,357.20000000000005
SO13590,2/7/2020,February,Online,USD,Joshua Kenedy,West,Waterbury (Town),Connecticut,Cocktail Glasses,Drinkware,7,237.42,169.58,1661.9399999999998,1187.0600000000002,474.87999999999965
SO13591,5/24/2020,May,Wholesale,USD,Adam Hernandez,Northeast,Sunnyvale,California,Table Linens,Decoratives,7,385.62,275.44,2699.34,1928.08,771.2600000000002
SO13592,1/22/2020,January,Online,USD,Stephen Payne,South,Little Rock,Arkansas,Blankets,Beddings,3,488.34,348.81,1465.02,1046.43,418.5899999999999
SO13593,2/22/2020,February,Online,USD,Frank Brown,Northeast,Brookhaven,New York,Photo Frames,Decoratives,10,385.64,275.46,3856.3999999999996,2754.6,1101.7999999999997
SO13594,2/20/2020,February,In-Store,USD,Carl Nguyen,Midwest,Lehigh Acres,Florida,Wardrobes,Furniture,7,547.04,390.75,3829.2799999999997,2735.25,1094.0299999999997
SO13595,4/23/2020,April,In-Store,USD,Shawn Wallace,South,Thornton (Township),Illinois,Rugs,Decoratives,4,596.83,426.31,2387.32,1705.24,682.0800000000002
SO13596,5/8/2020,May,Wholesale,USD,George Lewis,West,St. Petersburg,Florida,Table Lamps,Lighting,4,567.67,405.48,2270.68,1621.92,648.7599999999998
SO13597,2/9/2020,February,Wholesale,USD,Chris Armstrong,Northeast,Rockford,Illinois,Baseball,Sports,2,638.98,456.42,1277.96,912.84,365.12
SO13598,5/4/2020,May,Wholesale,USD,Joshua Little,South,Murfreesboro,Tennessee,Vanities,Collections,4,442.26,315.9,1769.04,1263.6,505.44000000000005
SO13599,5/15/2020,May,Distributor,USD,Roger Alexander,Midwest,Waco,Texas,Dinnerware,Kitchenery,4,573.71,409.79,2294.84,1639.16,655.6800000000001
SO13600,5/4/2020,May,Distributor,USD,Roger Alexander,Midwest,Evansville,Indiana,Cocktail Glasses,Drinkware,1,271.69,194.06,271.69,194.06,77.63
SO13601,2/14/2020,February,In-Store,USD,Joshua Kenedy,West,College Station,Texas,Table Lamps,Lighting,8,243.23,173.74,1945.84,1389.92,555.9199999999998
SO13602,1/9/2020,January,Wholesale,USD,Nicholas Cunningham,South,Columbia,Maryland,Wine Storage,Drinkware,2,595.84,425.6,1191.68,851.2,340.48
SO13603,3/3/2020,March,In-Store,USD,Roger Alexander,Midwest,Torrance,California,Computers,Electronics,9,333.28,238.06,2999.5199999999995,2142.54,856.9799999999996
SO13604,5/9/2020,May,In-Store,USD,Shawn Cook,Midwest,Highlands Ranch,Colorado,Festive,Decoratives,3,457.36,326.69,1372.08,980.0699999999999,392.01
SO13605,4/12/2020,April,Wholesale,USD,Keith Griffin,Northeast,Carrollton,Texas,Cookware,Kitchenery,5,416.31,297.36,2081.55,1486.8000000000002,594.75
SO13606,4/14/2020,April,In-Store,USD,Douglas Tucker,Midwest,Wichita Falls,Texas,Ornaments,Decoratives,1,516.58,368.98,516.58,368.98,147.60000000000002
SO13607,3/1/2020,March,Wholesale,USD,Chris Armstrong,Northeast,Pompano Beach,Florida,Blankets,Beddings,9,378.41,270.29,3405.69,2432.61,973.0799999999999
SO13608,3/8/2020,March,Distributor,USD,Roger Alexander,Midwest,Evansville,Indiana,Wardrobes,Furniture,10,524.16,374.4,5241.599999999999,3744.0,1497.5999999999995
SO13609,3/13/2020,March,In-Store,USD,Chris Armstrong,Northeast,Louisville,Kentucky,Dinnerware,Kitchenery,4,235.62,168.3,942.48,673.2,269.28
SO13610,5/4/2020,May,Wholesale,USD,Patrick Graham,South,Chesapeake,Virginia,Outdoor Decor,Decoratives,10,623.81,445.58,6238.099999999999,4455.8,1782.2999999999993
SO13611,4/7/2020,April,Wholesale,USD,Joshua Bennett,Northeast,Aurora,Colorado,Vanities,Collections,4,484.44,346.03,1937.76,1384.12,553.6400000000001
SO13612,1/11/2020,January,In-Store,USD,Nicholas Cunningham,South,Arvada,Colorado,Candleholders,Decoratives,10,551.12,393.65,5511.2,3936.5,1574.6999999999998
SO13613,5/5/2020,May,Distributor,USD,Joshua Kenedy,West,Hialeah,Florida,Accessories,Accessories,2,246.84,176.32,493.68,352.64,141.04000000000002
SO13614,2/27/2020,February,Wholesale,USD,Patrick Graham,South,Dayton,Ohio,Computers,Electronics,3,439.08,313.63,1317.24,940.89,376.35
SO13615,3/3/2020,March,Online,USD,Nicholas Cunningham,South,Shreveport,Louisiana,Table Lamps,Lighting,4,615.07,439.34,2460.28,1757.36,702.9200000000003
SO13616,4/15/2020,April,Wholesale,USD,Frank Brown,Northeast,Cape Coral,Florida,Ornaments,Decoratives,9,553.19,395.14,4978.710000000001,3556.2599999999998,1422.4500000000012
SO13617,2/25/2020,February,Distributor,USD,Samuel Fowler,Midwest,Pompano Beach,Florida,Wine Storage,Drinkware,5,185.94,132.81,929.7,664.05,265.6500000000001
SO13618,4/25/2020,April,In-Store,USD,Roger Alexander,Midwest,Thousand Oaks,California,Candles,Lighting,4,410.07,292.91,1640.28,1171.64,468.6399999999999
SO13619,3/28/2020,March,In-Store,USD,Douglas Tucker,Midwest,Salem,Oregon,Cookware,Kitchenery,2,460.52,328.94,921.04,657.88,263.15999999999997
SO13620,3/27/2020,March,Wholesale,USD,Anthony Berry,West,Gilbert,Arizona,Floor Lamps,Lighting,1,363.83,259.88,363.83,259.88,103.94999999999999
SO13621,5/21/2020,May,In-Store,USD,Adam Hernandez,Northeast,Aurora,Colorado,TV and video,Electronics,8,333.39,238.14,2667.12,1905.12,762.0
SO13622,4/20/2020,April,In-Store,USD,Douglas Tucker,Midwest,Philadelphia,Pennsylvania,Rugs,Decoratives,3,352.87,252.05,1058.6100000000001,756.1500000000001,302.46000000000004
SO13623,5/14/2020,May,In-Store,USD,Jonathan Hawkins,West,Springfield,Missouri,Rugs,Decoratives,2,603.87,431.34,1207.74,862.68,345.06000000000006
SO13624,2/1/2020,February,Online,USD,George Lewis,West,Santa Clarita,California,Wall Frames,Decoratives,7,644.77,460.55,4513.389999999999,3223.85,1289.5399999999995
SO13625,3/24/2020,March,Online,USD,Roy Rice,Midwest,Mesa,Arizona,Bakeware,Kitchenery,1,488.77,349.12,488.77,349.12,139.64999999999998
SO13626,3/25/2020,March,Wholesale,USD,Anthony Berry,West,Buffalo,New York,Vases,Decoratives,3,524.36,374.54,1573.08,1123.6200000000001,449.4599999999998
SO13627,4/1/2020,April,Distributor,USD,Donald Reynolds,South,Davenport,Iowa,TV and video,Electronics,10,305.78,218.42,3057.7999999999997,2184.2,873.5999999999999
SO13628,4/10/2020,April,Online,USD,Adam Hernandez,Northeast,Perry,Indiana,Cocktail Glasses,Drinkware,10,514.17,367.26,5141.7,3672.6,1469.1
SO13629,3/31/2020,March,In-Store,USD,Adam Hernandez,Northeast,Lakeland,Florida,Bar Tools,Drinkware,2,573.46,409.61,1146.92,819.22,327.70000000000005
SO13630,3/4/2020,March,Distributor,USD,Roger Alexander,Midwest,Hollywood,Florida,Photo Frames,Decoratives,10,314.95,224.96,3149.5,2249.6,899.9000000000001
SO13631,2/14/2020,February,In-Store,USD,Paul Holmes,Midwest,Inglewood,California,Blankets,Beddings,10,424.31,303.08,4243.1,3030.7999999999997,1212.3000000000006
SO13632,1/10/2020,January,Online,USD,Jonathan Hawkins,West,Killeen,Texas,Cocktail Glasses,Drinkware,8,309.88,221.34,2479.04,1770.72,708.3199999999999
SO13633,2/11/2020,February,Online,USD,George Lewis,West,Midland,Texas,Wall Frames,Decoratives,5,356.67,254.76,1783.3500000000001,1273.8,509.5500000000002
SO13634,1/2/2020,January,Distributor,USD,Chris Armstrong,Northeast,Sioux Falls,South Dakota,Platters,Kitchenery,9,573.55,409.68,5161.95,3687.12,1474.83
SO13635,5/16/2020,May,In-Store,USD,Samuel Fowler,Midwest,Pembroke Pines,Florida,Mirrors,Accessories,3,448.1,320.07,1344.3000000000002,960.21,384.09000000000015
SO13636,2/22/2020,February,In-Store,USD,Samuel Fowler,Midwest,Miramar,Florida,Serveware,Kitchenery,1,470.06,335.76,470.06,335.76,134.3
SO13637,2/17/2020,February,Distributor,USD,Joe Price,Northeast,Sunnyvale,California,Furniture Cushions,Furniture,2,308.73,220.52,617.46,441.04,176.42000000000002
SO13638,3/10/2020,March,Wholesale,USD,Jonathan Hawkins,West,Green Bay,Wisconsin,Pendants,Collections,5,546.71,390.51,2733.55,1952.55,781.0000000000002
SO13639,1/18/2020,January,Online,USD,Joe Price,Northeast,Las Vegas,Nevada,Floor Lamps,Lighting,5,163.73,116.95,818.65,584.75,233.89999999999998
SO13640,2/16/2020,February,In-Store,USD,Joshua Kenedy,West,Chandler,Arizona,Outdoor Decor,Decoratives,3,539.01,385.01,1617.03,1155.03,462.0
SO13641,5/19/2020,May,In-Store,USD,Douglas Tucker,Midwest,Lawrence (Township),Indiana,Ornaments,Decoratives,5,575.61,411.15,2878.05,2055.75,822.3000000000002
SO13642,3/10/2020,March,Online,USD,Douglas Tucker,Midwest,Washington,Indiana,Dinnerware,Kitchenery,6,454.16,324.4,2724.96,1946.3999999999999,778.5600000000002
SO13643,5/16/2020,May,In-Store,USD,Joshua Kenedy,West,Stockton,California,Sculptures,Decoratives,7,446.4,318.86,3124.7999999999997,2232.02,892.7799999999997
SO13644,5/5/2020,May,In-Store,USD,Roy Rice,Midwest,Pompano Beach,Florida,Dining Furniture,Furniture,6,302.22,215.87,1813.3200000000002,1295.22,518.1000000000001
SO13645,5/28/2020,May,In-Store,USD,Roy Rice,Midwest,Plano,Texas,Festive,Decoratives,8,579.64,414.03,4637.12,3312.24,1324.88
SO13646,4/11/2020,April,Distributor,USD,Carl Nguyen,Midwest,Arvada,Colorado,Furniture Cushions,Furniture,1,181.44,129.6,181.44,129.6,51.84
SO13647,2/24/2020,February,Online,USD,Joshua Ryan,Midwest,Lyons (Township),Illinois,Festive,Decoratives,9,167.78,119.84,1510.02,1078.56,431.46000000000004
SO13648,3/5/2020,March,Online,USD,Nicholas Cunningham,South,Hempstead (Town),New York,Cookware,Kitchenery,1,545.7,389.78,545.7,389.78,155.92000000000007
SO13649,3/17/2020,March,Online,USD,Joshua Bennett,Northeast,Kent,Washington,Cocktail Glasses,Drinkware,3,248.55,177.54,745.6500000000001,532.62,213.0300000000001
SO13650,2/21/2020,February,Distributor,USD,Paul Holmes,Midwest,Houston,Texas,Cocktail Glasses,Drinkware,2,602.87,430.62,1205.74,861.24,344.5
SO13651,4/30/2020,April,Distributor,USD,Stephen Payne,South,Washington,District of Columbia,Festive,Decoratives,6,243.19,173.71,1459.1399999999999,1042.26,416.8799999999999
SO13652,1/1/2020,January,Wholesale,USD,Jerry Green,West,Daly City,California,Audio,Electronics,9,433.59,309.7,3902.31,2787.2999999999997,1115.0100000000002
SO13653,2/25/2020,February,Wholesale,USD,Roger Alexander,Midwest,Davie,Florida,Candles,Lighting,2,367.77,262.69,735.54,525.38,210.15999999999997
SO13654,2/3/2020,February,Distributor,USD,Shawn Cook,Midwest,Fort Worth,Texas,Basketball,Sports,1,520.79,371.99,520.79,371.99,148.79999999999995
SO13655,1/6/2020,January,Online,USD,Keith Griffin,Northeast,Overland Park,Kansas,Wall Coverings,Decoratives,5,288.96,206.4,1444.8,1032.0,412.79999999999995
SO13656,5/12/2020,May,Distributor,USD,Paul Holmes,Midwest,Chula Vista,California,Audio,Electronics,9,521.96,372.83,4697.64,3355.47,1342.1700000000005
SO13657,1/31/2020,January,Distributor,USD,Jerry Green,West,Independence,Missouri,Cocktail Glasses,Drinkware,2,552.89,394.92,1105.78,789.84,315.93999999999994
SO13658,4/12/2020,April,Online,USD,Carl Nguyen,Midwest,Topeka,Kansas,Platters,Kitchenery,10,242.97,173.55,2429.7,1735.5,694.1999999999998
SO13659,1/7/2020,January,In-Store,USD,Paul Holmes,Midwest,Santa Rosa,California,Clocks,Accessories,8,415.07,296.48,3320.56,2371.84,948.7199999999998
SO13660,5/31/2020,May,Online,USD,George Lewis,West,Thousand Oaks,California,Collectibles,Collections,3,386.91,276.36,1160.73,829.08,331.65
SO13661,4/8/2020,April,In-Store,USD,Roger Alexander,Midwest,Ramapo,New York,Bathroom Furniture,Furniture,6,353.45,252.46,2120.7,1514.76,605.9399999999998
SO13662,1/15/2020,January,Online,USD,Jerry Green,West,Springfield,Illinois,Phones,Electronics,7,275.34,196.67,1927.3799999999999,1376.6899999999998,550.69
SO13663,4/15/2020,April,Distributor,USD,Shawn Wallace,South,Jackson,Mississippi,Table Linens,Decoratives,2,638.07,455.76,1276.14,911.52,364.6200000000001
SO13664,3/22/2020,March,Wholesale,USD,Roy Rice,Midwest,Cambridge,Massachusetts,Audio,Electronics,8,385.86,275.61,3086.88,2204.88,882.0
SO13665,5/2/2020,May,Wholesale,USD,Joe Price,Northeast,Davie,Florida,Bedroom Furniture,Furniture,4,481.97,344.26,1927.88,1377.04,550.8400000000001
SO13666,3/23/2020,March,In-Store,USD,Donald Reynolds,South,Santa Clara,California,Cookware,Kitchenery,2,640.91,457.79,1281.82,915.58,366.2399999999999
SO13667,5/14/2020,May,Wholesale,USD,Stephen Payne,South,New Haven,Connecticut,Home Fragrances,Decoratives,8,419.2,299.43,3353.6,2395.44,958.1599999999999
SO13668,4/2/2020,April,Distributor,USD,Jerry Green,West,Denver,Colorado,Computers,Electronics,7,538.17,384.41,3767.1899999999996,2690.8700000000003,1076.3199999999993
SO13669,5/15/2020,May,Distributor,USD,Todd Roberts,West,Orlando,Florida,Basketball,Sports,5,160.19,114.42,800.95,572.1,228.85000000000002
SO13670,4/4/2020,April,Wholesale,USD,Roger Alexander,Midwest,Gilbert,Arizona,Ornaments,Decoratives,5,324.03,231.45,1620.1499999999999,1157.25,462.89999999999986
SO13671,5/12/2020,May,Distributor,USD,Nicholas Cunningham,South,St. Petersburg,Florida,Home Fragrances,Decoratives,7,331.77,236.98,2322.39,1658.86,663.53
SO13672,2/12/2020,February,Online,USD,Roger Alexander,Midwest,Brooklyn,New York,Mirrors,Accessories,9,532.95,380.68,4796.55,3426.12,1370.4300000000003
SO13673,2/9/2020,February,Wholesale,USD,Patrick Graham,South,San Buenaventura (Ventura),California,Floral,Decoratives,1,602.6,430.43,602.6,430.43,172.17000000000002
SO13674,4/4/2020,April,Wholesale,USD,Chris Armstrong,Northeast,Riverside,California,Accessories,Accessories,9,346.77,247.69,3120.93,2229.21,891.7199999999998
SO13675,5/3/2020,May,In-Store,USD,Anthony Berry,West,Palmdale,California,Cocktail Glasses,Drinkware,3,346.83,247.74,1040.49,743.22,297.27
SO13676,5/10/2020,May,In-Store,USD,Jonathan Hawkins,West,Charleston,South Carolina,Blankets,Beddings,6,363.14,259.38,2178.84,1556.28,622.5600000000002
SO13677,3/24/2020,March,Online,USD,Joshua Little,South,Ramapo,New York,Wine Storage,Drinkware,5,609.21,435.15,3046.05,2175.75,870.3000000000002
SO13678,5/21/2020,May,In-Store,USD,Stephen Payne,South,Colorado Springs,Colorado,Bar Tools,Drinkware,10,457.7,326.93,4577.0,3269.3,1307.6999999999998
SO13679,4/6/2020,April,Distributor,USD,Joshua Little,South,Everett,Washington,Candles,Lighting,3,248.03,177.17,744.09,531.51,212.58000000000004
SO13680,3/2/2020,March,Distributor,USD,Paul Holmes,Midwest,Elgin,Illinois,Wall Coverings,Decoratives,7,583.82,417.01,4086.7400000000002,2919.0699999999997,1167.6700000000005
SO13681,1/24/2020,January,Online,USD,Roger Alexander,Midwest,Richardson,Texas,Pendants,Collections,1,299.55,213.96,299.55,213.96,85.59
SO13682,4/8/2020,April,Wholesale,USD,Adam Hernandez,Northeast,Clarksville,Tennessee,Rugs,Decoratives,9,454.78,324.84,4093.0199999999995,2923.56,1169.4599999999996
SO13683,1/13/2020,January,Online,USD,Stephen Payne,South,Santa Clara,California,Floor Lamps,Lighting,8,171.79,122.7,1374.32,981.6,392.7199999999999
SO13684,3/12/2020,March,Distributor,USD,Frank Brown,Northeast,Temecula,California,Bakeware,Kitchenery,9,190.83,136.31,1717.47,1226.79,490.68000000000006
SO13685,5/24/2020,May,Wholesale,USD,Stephen Payne,South,Port St. Lucie,Florida,Bar Tools,Drinkware,3,462.93,330.67,1388.79,992.01,396.78
SO13686,3/17/2020,March,Online,USD,Nicholas Cunningham,South,New Haven,Connecticut,Candles,Lighting,8,631.59,451.14,5052.72,3609.12,1443.6000000000004
SO13687,1/10/2020,January,Online,USD,Samuel Fowler,Midwest,Wilmington,North Carolina,Clocks,Accessories,4,270.65,193.32,1082.6,773.28,309.31999999999994
SO13688,1/25/2020,January,Wholesale,USD,Patrick Graham,South,Columbia,Missouri,Bedroom Furniture,Furniture,8,636.56,454.69,5092.48,3637.52,1454.9599999999996
SO13689,2/2/2020,February,Distributor,USD,Adam Hernandez,Northeast,Port St. Lucie,Florida,Candleholders,Decoratives,3,531.01,379.29,1593.03,1137.8700000000001,455.15999999999985
SO13690,5/25/2020,May,Distributor,USD,Joshua Bennett,Northeast,Fontana,California,Vanities,Collections,9,344.8,246.29,3103.2000000000003,2216.61,886.5900000000001
SO13691,2/3/2020,February,Distributor,USD,Todd Roberts,West,Daly City,California,Outdoor Decor,Decoratives,10,501.97,358.55,5019.700000000001,3585.5,1434.2000000000007
SO13692,2/25/2020,February,Online,USD,Anthony Berry,West,Antioch,California,Outdoor Decor,Decoratives,7,452.05,322.89,3164.35,2260.23,904.1199999999999
SO13693,5/7/2020,May,Online,USD,Chris Armstrong,Northeast,Elk Grove,California,Wall Coverings,Decoratives,7,182.49,130.35,1277.43,912.4499999999999,364.98000000000013
SO13694,4/7/2020,April,Online,USD,Joshua Kenedy,West,Berkeley,California,Rugs,Decoratives,4,213.83,152.73,855.32,610.92,244.4000000000001
SO13695,4/25/2020,April,Online,USD,Anthony Berry,West,Fairfield,California,Vanities,Collections,7,541.76,386.97,3792.3199999999997,2708.79,1083.5299999999997
SO13696,2/11/2020,February,In-Store,USD,George Lewis,West,Springfield,Massachusetts,Vases,Decoratives,2,515.29,368.06,1030.58,736.12,294.4599999999999
SO13697,5/1/2020,May,Online,USD,Joshua Bennett,Northeast,Montgomery,Alabama,Pendants,Collections,5,572.16,408.69,2860.7999999999997,2043.45,817.3499999999997
SO13698,5/24/2020,May,Distributor,USD,Carl Nguyen,Midwest,Gilbert,Arizona,Wine Storage,Drinkware,6,437.84,312.74,2627.04,1876.44,750.5999999999999
SO13699,3/20/2020,March,Distributor,USD,Joe Price,Northeast,San Buenaventura (Ventura),California,Blankets,Beddings,6,324.86,232.04,1949.16,1392.24,556.9200000000001
SO13700,1/25/2020,January,Distributor,USD,Joshua Kenedy,West,Kansas City,Kansas,Candles,Lighting,9,426.84,304.89,3841.56,2744.0099999999998,1097.5500000000002
SO13701,5/6/2020,May,In-Store,USD,Joshua Little,South,Lincoln,Nebraska,Wine Storage,Drinkware,8,174.2,124.43,1393.6,995.44,398.15999999999985
SO13702,5/27/2020,May,Distributor,USD,Shawn Cook,Midwest,Gresham,Oregon,Bean Bags,Furniture,9,239.92,171.37,2159.2799999999997,1542.33,616.9499999999998
SO13703,2/19/2020,February,Online,USD,Todd Roberts,West,Concord,California,Dining Furniture,Furniture,2,209.32,149.51,418.64,299.02,119.62
SO13704,3/1/2020,March,In-Store,USD,Keith Griffin,Northeast,St. Louis,Missouri,Wall Coverings,Decoratives,7,521.63,372.59,3651.41,2608.1299999999997,1043.2800000000002
SO13705,3/4/2020,March,Distributor,USD,Joshua Bennett,Northeast,Calumet,Indiana,Vases,Decoratives,2,269.62,192.59,539.24,385.18,154.06
SO13706,3/31/2020,March,In-Store,USD,Adam Hernandez,Northeast,Santa Clara,California,Home Fragrances,Decoratives,1,442.54,316.1,442.54,316.1,126.44
SO13707,3/23/2020,March,Online,USD,Roy Rice,Midwest,Torrance,California,Computers,Electronics,3,264.02,188.59,792.06,565.77,226.28999999999996
SO13708,4/16/2020,April,In-Store,USD,Shawn Wallace,South,Long Beach,California,Table Lamps,Lighting,5,499.04,356.45,2495.2000000000003,1782.25,712.9500000000003
SO13709,5/24/2020,May,In-Store,USD,Frank Brown,Northeast,Santa Clara,California,Wreaths,Decoratives,7,539.1,385.07,3773.7000000000003,2695.49,1078.2100000000005
SO13710,5/23/2020,May,In-Store,USD,Donald Reynolds,South,Detroit,Michigan,Serveware,Kitchenery,7,156.27,111.62,1093.89,781.34,312.55000000000007
SO13711,5/16/2020,May,Distributor,USD,Anthony Berry,West,Charleston,South Carolina,Candleholders,Decoratives,3,182.61,130.43,547.83,391.29,156.54000000000002
SO13712,4/9/2020,April,Online,USD,Stephen Payne,South,Wheeling (Township),Illinois,Dinnerware,Kitchenery,7,182.22,130.16,1275.54,911.12,364.41999999999996
SO13713,2/3/2020,February,In-Store,USD,Nicholas Cunningham,South,Elk Grove,California,Outdoor Decor,Decoratives,10,291.95,208.54,2919.5,2085.4,834.0999999999999
SO13714,5/27/2020,May,Distributor,USD,George Lewis,West,Hollywood,Florida,Collectibles,Collections,7,607.7,434.07,4253.900000000001,3038.49,1215.4100000000008
SO13715,4/1/2020,April,Distributor,USD,Keith Griffin,Northeast,Raleigh,North Carolina,Sculptures,Decoratives,7,324.58,231.85,2272.06,1622.95,649.1099999999999
SO13716,3/17/2020,March,In-Store,USD,Joshua Kenedy,West,Madison,Wisconsin,Ornaments,Decoratives,5,402.72,287.66,2013.6000000000001,1438.3000000000002,575.3
SO13717,1/15/2020,January,Online,USD,Shawn Cook,Midwest,Broken Arrow,Oklahoma,Wreaths,Decoratives,6,321.42,229.59,1928.52,1377.54,550.98
SO13718,2/24/2020,February,Distributor,USD,Adam Hernandez,Northeast,Brownsville,Texas,Computers,Electronics,2,575.68,411.2,1151.36,822.4,328.9599999999999
SO13719,4/3/2020,April,Distributor,USD,Joshua Bennett,Northeast,Sterling Heights,Michigan,Bean Bags,Furniture,3,376.74,269.1,1130.22,807.3000000000001,322.91999999999996
SO13720,1/18/2020,January,In-Store,USD,Paul Holmes,Midwest,Garland,Texas,Outdoor Decor,Decoratives,5,503.23,359.45,2516.15,1797.25,718.9000000000001
SO13721,3/15/2020,March,Online,USD,Frank Brown,Northeast,San Jose,California,Wall Coverings,Decoratives,4,376.18,268.7,1504.72,1074.8,429.9200000000001
SO13722,4/15/2020,April,Online,USD,Joshua Bennett,Northeast,Newark,New Jersey,Wardrobes,Furniture,5,469.74,335.53,2348.7,1677.6499999999999,671.05
SO13723,2/14/2020,February,Online,USD,Patrick Graham,South,Norwalk,California,Accessories,Accessories,7,644.77,460.55,4513.389999999999,3223.85,1289.5399999999995
SO13724,2/16/2020,February,Wholesale,USD,Roger Alexander,Midwest,Evansville,Indiana,Blankets,Beddings,7,474.75,339.1,3323.25,2373.7000000000003,949.5499999999997
SO13725,3/26/2020,March,In-Store,USD,Chris Armstrong,Northeast,Norman,Oklahoma,Bar Tools,Drinkware,10,264.11,188.65,2641.1000000000004,1886.5,754.6000000000004
SO13726,5/5/2020,May,In-Store,USD,Joshua Ryan,Midwest,Memphis,Tennessee,Phones,Electronics,9,521.83,372.74,4696.47,3354.66,1341.8100000000004
SO13727,1/22/2020,January,Online,USD,Adam Hernandez,Northeast,Santa Ana,California,Rugs,Decoratives,2,464.16,331.55,928.32,663.1,265.22
SO13728,2/16/2020,February,Wholesale,USD,Carl Nguyen,Midwest,Tyler,Texas,Dining Furniture,Furniture,10,212.83,152.02,2128.3,1520.2,608.1000000000001
SO13729,1/25/2020,January,Wholesale,USD,Jonathan Hawkins,West,Houston,Texas,Bathroom Furniture,Furniture,5,580.29,414.49,2901.45,2072.45,829.0
SO13730,3/16/2020,March,Distributor,USD,Joe Price,Northeast,Louisville,Kentucky,Vanities,Collections,2,606.24,433.03,1212.48,866.06,346.4200000000001
SO13731,5/26/2020,May,Online,USD,Donald Reynolds,South,Santa Clara,California,Dining Furniture,Furniture,8,243.37,173.83,1946.96,1390.64,556.3199999999999
SO13732,3/24/2020,March,Distributor,USD,Shawn Cook,Midwest,Paradise,Nevada,Bean Bags,Furniture,9,402.23,287.31,3620.07,2585.79,1034.2800000000002
SO13733,3/22/2020,March,In-Store,USD,Donald Reynolds,South,Wayne,Indiana,Photo Frames,Decoratives,5,554.3,395.93,2771.5,1979.65,791.8499999999999
SO13734,2/12/2020,February,In-Store,USD,Stephen Payne,South,El Cajon,California,Stemware,Drinkware,3,184.8,132.0,554.4000000000001,396.0,158.4000000000001
SO13735,1/22/2020,January,Online,USD,Joshua Kenedy,West,Elgin (Township),Illinois,Basketball,Sports,8,626.15,447.25,5009.2,3578.0,1431.1999999999998
SO13736,4/15/2020,April,Distributor,USD,Shawn Cook,Midwest,Cincinnati,Ohio,Clocks,Accessories,8,520.71,371.93,4165.68,2975.44,1190.2400000000002
SO13737,2/14/2020,February,Wholesale,USD,Anthony Berry,West,Hollywood,Florida,Collectibles,Collections,6,531.7,379.79,3190.2000000000003,2278.7400000000002,911.46
SO13738,4/11/2020,April,Wholesale,USD,Joshua Kenedy,West,Lewisville,Texas,Collectibles,Collections,5,381.39,272.42,1906.9499999999998,1362.1000000000001,544.8499999999997
SO13739,2/6/2020,February,In-Store,USD,Douglas Tucker,Midwest,Ann Arbor,Michigan,Photo Frames,Decoratives,9,276.25,197.32,2486.25,1775.8799999999999,710.3700000000001
SO13740,5/13/2020,May,Online,USD,Jonathan Hawkins,West,Beaumont,Texas,Stemware,Drinkware,9,475.07,339.34,4275.63,3054.06,1221.5700000000002
